direction	opcode	value	owner_doc	cpp_ref	parser_serializer	handler	status	processing	test_gate	notes
CMSG	CMSG_CRAFTING_ORDER_LIST_CRAFTER_ORDERS	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CRAFTING_ORDER_LIST_MY_ORDERS	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CRAFTING_ORDER_REJECT	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CRAFTING_ORDER_RELEASE	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CRAFTING_ORDER_REPORT_PLAYER	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CRAFTING_ORDER_UPDATE_IGNORE_LIST	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CREATE_CHARACTER	0x3645	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:552	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_create_character	Authed	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_CREATE_SHIPMENT	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_DB_QUERY_BULK	0x35E5	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/HotfixHandler.cpp:27	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_db_query_bulk	Authed	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_DECLINE_GUILD_INVITES	0x351D	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GuildHandler.cpp:541	crates/wow-packet/src/packets/misc.rs:DeclineGuildInvites	crates/wow-world/src/handlers/misc.rs:handle_decline_guild_invites	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.860	-
CMSG	CMSG_DECLINE_PETITION	0x3534	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/PetitionsHandler.cpp:302	parser/dispatch represented by #NEXT.R8.ENTITIES.901; C++ client-notification branch is disabled/commented	crates/wow-world/src/handlers/misc.rs:handle_decline_petition	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.901	represented-complete_decline_petition_disabled_client_notification_boundary
CMSG	CMSG_DELETE_EQUIPMENT_SET	0x350A	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:1962	WorldPackets::EquipmentSet::DeleteEquipmentSet uint64 ID parser in wow-packet/misc.rs by #NEXT.R8.ENTITIES.917	crates/wow-world/src/handlers/character.rs:handle_delete_equipment_set	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.917	represented-partial_equipment_set_delete_state_only
CMSG	CMSG_DEL_FRIEND	0x36D9	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SocialHandler.cpp:120	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/social.rs:handle_del_friend	LoggedIn	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_DEL_IGNORE	0x36DD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SocialHandler.cpp:162	crates/wow-packet/src/packets/social.rs; crates/wow-world/src/handlers/social.rs; crates/wow-world/src/session.rs	parser/dispatch/handler represented for HandleDelIgnoreOpcode	#NEXT.R8.ENTITIES.903	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	represented_complete
CMSG	CMSG_DEPOSIT_REAGENT_BANK	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BankHandler.cpp:178	missing opcode constant	missing dispatch/handler for HandleReagentBankDepositOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_DESTROY_ITEM	0x3293	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ItemHandler.cpp:294	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_destroy_item	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_DF_BOOT_PLAYER_VOTE	0x3618	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:93	parser required in wow-packet/wow-world	missing dispatch/handler for HandleLfgSetBootVoteOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DF_CONFIRM_EXPAND_SEARCH	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:961	missing opcode constant	missing dispatch/handler for HandleDfConfirmExpandSearch	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_DF_GET_JOIN_STATUS	0x3616	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:118	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_df_get_join_status	LoggedIn	PROCESS_THREADSAFE	#HANDLERS.TEST.003	rust_lacks_threadsafe_processing
CMSG	CMSG_DF_GET_SYSTEM_INFO	0x3615	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:108	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_df_get_system_info	LoggedIn	PROCESS_THREADSAFE	#HANDLERS.TEST.003	rust_lacks_threadsafe_processing
CMSG	CMSG_DF_JOIN	0x360B	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:32	parser required in wow-packet/wow-world	missing dispatch/handler for HandleLfgJoinOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DF_LEAVE	0x3614	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:58	parser required in wow-packet/wow-world	missing dispatch/handler for HandleLfgLeaveOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DF_PROPOSAL_RESPONSE	0x3609	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:70	parser required in wow-packet/wow-world	missing dispatch/handler for HandleLfgProposalResultOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DF_READY_CHECK_RESPONSE	0x361C	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:967	parser required in wow-packet/wow-world	missing dispatch/handler for HandleDfReadyCheckResponse	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DF_SET_ROLES	0x3617	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:77	parser required in wow-packet/wow-world	missing dispatch/handler for HandleLfgSetRolesOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DF_TELEPORT	0x3619	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/LFGHandler.cpp:101	parser required in wow-packet/wow-world	missing dispatch/handler for HandleLfgTeleportOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DISCARDED_TIME_SYNC_ACKS	0x3A41	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.822	crates/wow-world/src/handlers/misc.rs:handle_client_telemetry_null_like_cpp	LoggedIn	PROCESS_THREADSAFE	#SERVER.TEST.003	represented-complete_cpp_unhandled_null
CMSG	CMSG_DISMISS_CRITTER	0x34F9	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/PetHandler.cpp:42	parser required in wow-packet/wow-world	missing dispatch/handler for HandleDismissCritter	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DO_COUNTDOWN	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_DO_MASTER_LOOT_ROLL	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_DO_READY_CHECK	0x3635	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GroupHandler.cpp:553	parser required in wow-packet/wow-world	missing dispatch/handler for HandleDoReadyCheckOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_DUEL_RESPONSE	0x34E2	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/DuelHandler.cpp:50	parser required in wow-packet/wow-world	missing dispatch/handler for HandleDuelResponseOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_EJECT_PASSENGER	0x323C	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/VehicleHandler.cpp:142	parser required in wow-packet/wow-world	missing dispatch/handler for HandleEjectPassenger	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_EMOTE	0x3541	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ChatHandler.cpp:664	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/chat.rs:handle_emote	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_ENABLE_NAGLE	0x376B	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:808	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_EarlyProccess	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_dispatch,cpp_early_process
CMSG	CMSG_ENABLE_TAXI_NODE	0x34A9	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/TaxiHandler.cpp:34	parser required in wow-packet/wow-world	missing dispatch/handler for HandleEnableTaxiNodeOpcode	-	PROCESS_THREADSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_ENGINE_SURVEY	0x36EB	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.822	crates/wow-world/src/handlers/misc.rs:handle_client_telemetry_null_like_cpp	LoggedIn	PROCESS_INPLACE	#SERVER.TEST.003	represented-complete_cpp_unhandled_null
CMSG	CMSG_ENTER_ENCRYPTED_MODE_ACK	0x3767	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:808	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_EarlyProccess	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_dispatch,cpp_early_process
CMSG	CMSG_ENUM_CHARACTERS	0x35E9	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:408	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_enum_characters	Authed	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_ENUM_CHARACTERS_DELETED_BY_CLIENT	0x36E5	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:428	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCharUndeleteEnumOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_FAR_SIGHT	0x34E8	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:863	WorldPackets::Misc::FarSight one-bit parser plus represented SetSeer/self visibility update by #NEXT.R8.ENTITIES.425/#NEXT.R8.ENTITIES.829	crates/wow-world/src/handlers/misc.rs:handle_far_sight	LoggedIn	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	represented-complete_far_sight
CMSG	CMSG_GAME_EVENT_DEBUG_DISABLE	0x31B2	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:1429	parser required in wow-packet/wow-world	missing dispatch/handler for HandleGameEventDebugDisable	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_GAME_EVENT_DEBUG_ENABLE	0x31B1	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:1421	parser required in wow-packet/wow-world	missing dispatch/handler for HandleGameEventDebugEnable	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_GAME_OBJ_REPORT_USE	0x34EF	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:213	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_game_obj_report_use	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_GAME_OBJ_USE	0x34EE	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:200	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_game_obj_use	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_GARRISON_ADD_FOLLOWER_HEALTH	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_ASSIGN_FOLLOWER_TO_BUILDING	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_CANCEL_CONSTRUCTION	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GarrisonHandler.cpp:32	missing opcode constant	missing dispatch/handler for HandleGarrisonCancelConstruction	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_GARRISON_CHECK_UPGRADEABLE	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_COMPLETE_MISSION	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_FULLY_HEAL_ALL_FOLLOWERS	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_GENERATE_RECRUITS	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_GET_CLASS_SPEC_CATEGORY_INFO	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_GET_MAP_DATA	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GarrisonHandler.cpp:42	missing opcode constant	missing dispatch/handler for HandleGarrisonGetMapData	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_GARRISON_GET_MISSION_REWARD	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_LEARN_TALENT	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_MISSION_BONUS_ROLL	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_PURCHASE_BUILDING	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GarrisonHandler.cpp:26	missing opcode constant	missing dispatch/handler for HandleGarrisonPurchaseBuilding	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_GARRISON_RECRUIT_FOLLOWER	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_REMOVE_FOLLOWER	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_REMOVE_FOLLOWER_FROM_BUILDING	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_RENAME_FOLLOWER	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_REQUEST_BLUEPRINT_AND_SPECIALIZATION_DATA	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GarrisonHandler.cpp:38	missing opcode constant	missing dispatch/handler for HandleGarrisonRequestBlueprintAndSpecializationData	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_GARRISON_REQUEST_SHIPMENT_INFO	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_RESEARCH_TALENT	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_SET_BUILDING_ACTIVE	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_SET_FOLLOWER_FAVORITE	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_SET_FOLLOWER_INACTIVE	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_SET_RECRUITMENT_PREFERENCES	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_SOCKET_TALENT	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_START_MISSION	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GARRISON_SWAP_BUILDINGS	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GENERATE_RANDOM_CHARACTER_NAME	0x35E8	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:2579	parser required in wow-packet/wow-world	missing dispatch/handler for HandleRandomizeCharNameOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_GET_ACCOUNT_CHARACTER_LIST	0x36BF	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.836	crates/wow-world/src/handlers/misc.rs:handle_get_account_character_list	Authed	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.836	represented-complete_cpp_unhandled_null
CMSG	CMSG_GET_ACCOUNT_NOTIFICATIONS	0x373C	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.838	crates/wow-world/src/handlers/misc.rs:handle_get_account_notifications	Authed	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.838	represented-complete_cpp_unhandled_null
CMSG	CMSG_GET_GARRISON_INFO	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GarrisonHandler.cpp:22	missing opcode constant	missing dispatch/handler for HandleGetGarrisonInfo	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_GET_ITEM_PURCHASE_DATA	0x352F	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ItemHandler.cpp:1118	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_get_item_purchase_data	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_GET_LANDING_PAGE_SHIPMENTS	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GET_MIRROR_IMAGE_DATA	0x3297	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:447	parser required in wow-packet/wow-world	missing dispatch/handler for HandleMirrorImageDataRequest	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_GET_PVP_OPTIONS_ENABLED	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:638	missing opcode constant	missing dispatch/handler for HandleGetPVPOptionsEnabled	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_GET_RAF_ACCOUNT_INFO	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GET_REMAINING_GAME_TIME	0x36F3	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:1368	parser required in wow-packet/wow-world	missing dispatch/handler for HandleGetRemainingGameTime	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_GET_TROPHY_LIST	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_GET_UNDELETE_CHARACTER_COOLDOWN_STATUS	0x36E7	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:2631	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_get_undelete_cooldown_status	Authed	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
