doc	declared	rust_target	kind	rust_files	rust_lines	status	notes
database-framework.md	`crates/wow-database/`	crates/world-server/src/main.rs	file	1	818	exists_active	file exists
database-framework.md	`crates/wow-database/`	crates/wow-data/src/hotfix_blob_cache.rs	path	0	0	missing_declared_path	declared/proposed target does not exist
database-framework.md	`crates/wow-database/`	crates/wow-database/src	module_dir	12	2262	exists_active	directory exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-database	crate_dir	12	2262	exists_active	crate exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/wdc4.rs	file	1	915	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/hotfix_cache.rs	file	1	111	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/item.rs	file	1	123	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/item_stats.rs	file	1	424	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/player_stats.rs	file	1	307	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/skill.rs	file	1	608	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/area_trigger.rs	file	1	312	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/spell.rs	file	1	225	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/quest.rs	file	1	337	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-data/src/quest_xp.rs	file	1	116	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-database/src/statements/hotfix.rs	file	1	25	exists_active	file exists
datastores.md	`crates/wow-data/` (also touches `crates/wow-database/` for hotfix statements)	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
dungeonfinding.md	`crates/wow-world/src/lfg/` (a crear) + handlers en `crates/wow-world/src/handlers/`	crates/wow-world/src/lfg	path	0	0	missing_declared_path	declared/proposed target does not exist
dungeonfinding.md	`crates/wow-world/src/lfg/` (a crear) + handlers en `crates/wow-world/src/handlers/`	crates/wow-world/src/handlers	module_dir	14	8843	exists_active	directory exists
dungeonfinding.md	`crates/wow-world/src/lfg/` (a crear) + handlers en `crates/wow-world/src/handlers/`	crates/wow-world/src/handlers/misc.rs	file	1	661	exists_active	file exists
dungeonfinding.md	`crates/wow-world/src/lfg/` (a crear) + handlers en `crates/wow-world/src/handlers/`	crates/wow-world/src/handlers/mod.rs	file	1	20	exists_active	file exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-spell	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-data/src/area_trigger.rs	file	1	312	exists_active	file exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-world/src/handlers/misc.rs	file	1	661	exists_active	file exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-world/src/session.rs	file	1	3138	exists_active	file exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs	file	1	173	exists_active	file exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-areatrigger.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs	file	1	173	exists_active	file exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-conversation.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-packet/src/packets/update.rs	file	1	3072	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-packet	crate_dir	25	13058	exists_active	crate exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-database	crate_dir	12	2262	exists_active	crate exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs:24,75	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/spell.rs	file	1	569	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/unit.rs	file	1	599	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs	file	1	173	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/shared.rs	file	1	464	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-constants/src/item.rs	file	1	1239	exists_active	file exists
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-packet/src/packets/update_stubs.rs	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-world/src/handlers/loot.rs:172,199-218	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-corpse.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-database/`, `crates/wow-constants/`	crates/wow-world/src/session.rs	file	1	3138	exists_active	file exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-ai	crate_dir	1	346	exists_active	crate exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-database	crate_dir	12	2262	exists_active	crate exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-world/src/map_manager.rs	file	1	784	exists_active	file exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-world/src/handlers/character.rs	file	1	4612	exists_active	file exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-world/src/handlers/loot.rs	file	1	247	exists_active	file exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-world/src/handlers/misc.rs	file	1	661	exists_active	file exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-packet/src/packets/update.rs	file	1	3072	exists_active	file exists
entities-creature.md	`crates/wow-world/` (`map_manager.rs::WorldCreature`, `handlers/`), `crates/wow-ai/`, `crates/wow-data/`, `crates/wow-database/` (`world_ext`)	crates/wow-database/src/world_ext.rs	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-dynamicobject.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-dynamicobject.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-spell	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-dynamicobject.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-dynamicobject.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs	file	1	173	exists_active	file exists
entities-dynamicobject.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-packet	crate_dir	25	13058	exists_active	crate exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-database	crate_dir	12	2262	exists_active	crate exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-packet/src/packets/update.rs	file	1	3072	exists_active	file exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-world/src/handlers/character.rs:2109,2454	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-world/src/session.rs:264,444	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-world/src/session.rs:996,1196	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-database/src/statements/world.rs:79,253	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-constants/src/object.rs:22,72	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-gameobject.md	`crates/wow-world/`, `crates/wow-packet/`, `crates/wow-data/`, `crates/wow-database/`	crates/wow-packet/src/packets/query.rs	file	1	616	exists_active	file exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-core	crate_dir	4	1153	exists_active	crate exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-packet	crate_dir	25	13058	exists_active	crate exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-core/src/position.rs	file	1	190	exists_active	file exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-core/src/lib.rs	file	1	7	exists_active	file exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-packet/src/world_packet.rs	file	1	673	exists_active	file exists
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-packet/src/update.rs	path	0	0	missing_declared_path	declared/proposed target does not exist
entities-object.md	`crates/wow-core/` (GUID, Position partial), `crates/wow-world/` (lifecycle, UpdateMask — both **absent**), `crates/wow-packet/` (wire format, partial)	crates/wow-ai	crate_dir	1	346	exists_active	crate exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-entities	crate_dir	0	0	missing_declared_path	declared/proposed target does not exist
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-database	crate_dir	12	2262	exists_active	crate exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-spell	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-loot	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/session.rs	file	1	3138	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/character.rs	file	1	4612	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/quest.rs	file	1	851	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/spell.rs	file	1	288	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/loot.rs	file	1	247	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/group.rs	file	1	467	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/social.rs	file	1	360	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/movement.rs	file	1	204	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/combat.rs	file	1	152	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/chat.rs	file	1	413	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/trainer.rs	file	1	432	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/inspect.rs	file	1	82	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/handlers/misc.rs	file	1	661	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-database/src/statements/character.rs	file	1	284	exists_active	file exists
entities-player.md	`crates/wow-world/` (currently flat fields on `WorldSession`), proposed `crates/wow-entities/` (does not exist), partials in `crates/wow-database/`, `crates/wow-data/`, `crates/wow-spell/`, `crates/wow-loot/`	crates/wow-world/src/map_manager.rs	file	1	784	exists_active	file exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs	file	1	173	exists_active	file exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-core/src/guid.rs	file	1	790	exists_active	file exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-sceneobject.md	`crates/wow-world/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-packet/src/packets/update.rs	file	1	3072	exists_active	file exists
entities-totem.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-totem.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-spell	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-totem.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-totem.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-totem.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants/src/creature.rs	file	1	623	exists_active	file exists
entities-totem.md	`crates/wow-world/`, `crates/wow-spell/`, `crates/wow-constants/`	crates/wow-constants/src/item.rs	file	1	1239	exists_active	file exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-map	crate_dir	3	558	exists_active	crate exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-data	crate_dir	11	3505	exists_active	crate exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants/src/object.rs	file	1	173	exists_active	file exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-packet/src/packets/movement.rs	file	1	461	exists_active	file exists
entities-transport.md	`crates/wow-world/`, `crates/wow-map/`, `crates/wow-data/`, `crates/wow-constants/`	crates/wow-constants/src/opcodes.rs	file	1	1642	exists_active	file exists
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-world	crate_dir	17	12778	exists_active	crate exists
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-ai	crate_dir	1	346	exists_active	crate exists
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-combat	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-spell	crate_dir	1	0	exists_empty	crate exists; no active Rust source lines
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-constants	crate_dir	10	5477	exists_active	crate exists
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-world/src/map_manager.rs	file	1	784	exists_active	file exists
entities-unit.md	`crates/wow-world/` (live state, currently `WorldCreature` flat fields), `crates/wow-ai/` (legacy `CreatureAI` doubling as creature body), `crates/wow-combat/` (combat math — partial), `crates/wow-spell/` (auras — partial), `crates/wow-constants/` (`UnitFlags`, `MovementFlags`, `Powers`, `Stats`, `SpellSchools`)	crates/wow-ai/src/lib.rs	file	1	346	exists_active	file exists
